Time,PID,Event
64969,518,Arrived at disk 1
65077,519,Job arrived at CPU.
65077,519,Job started at CPU.
65090,519,Job finished at CPU.
65090,519,Job complete.
65182,520,Job arrived at CPU.
65182,520,Job started at CPU.
65190,181,Job finished at disk 1.
65190,181,Returning to CPU
65190,62,Job started at disk 1.
65190,181,Job arrived at CPU.
65196,520,Job finished at CPU.
65196,520,Job complete.
65196,181,Job started at CPU.
65211,181,Job finished at CPU.
65211,181,Going to disk
65211,181,Arrived at disk 1
65327,521,Job arrived at CPU.
65327,521,Job started at CPU.
65338,521,Job finished at CPU.
65338,521,Going to disk
65338,521,Arrived at disk 2
65440,17,Job finished at disk 2.
65440,17,Returning to CPU
65440,166,Job started at disk 2.
65440,17,Job arrived at CPU.
65440,17,Job started at CPU.
65450,17,Job finished at CPU.
65450,17,Going to disk
65450,17,Arrived at disk 2
65458,522,Job arrived at CPU.
65458,522,Job started at CPU.
65469,522,Job finished at CPU.
65469,522,Going to disk
65469,522,Arrived at disk 1
65590,523,Job arrived at CPU.
65590,523,Job started at CPU.
65603,523,Job finished at CPU.
65603,523,Going to disk
65603,523,Arrived at disk 2
65732,524,Job arrived at CPU.
65732,524,Job started at CPU.
65747,524,Job finished at CPU.
65747,524,Going to disk
65747,524,Arrived at disk 1
65843,525,Job arrived at CPU.
65843,525,Job started at CPU.
65856,525,Job finished at CPU.
65856,525,Going to disk
65856,525,Arrived at disk 2
65949,62,Job finished at disk 1.
65949,62,Returning to CPU
65949,185,Job started at disk 1.
65949,62,Job arrived at CPU.
65949,62,Job started at CPU.
65962,62,Job finished at CPU.
65962,62,Going to disk
65962,62,Arrived at disk 1
65988,526,Job arrived at CPU.
65988,526,Job started at CPU.
65999,526,Job finished at CPU.
65999,526,Going to disk
65999,526,Arrived at disk 1
66103,166,Job finished at disk 2.
66103,166,Returning to CPU
66103,169,Job started at disk 2.
66103,166,Job arrived at CPU.
66103,166,Job started at CPU.
66114,527,Job arrived at CPU.
66117,166,Job finished at CPU.
66117,166,Going to disk
66117,527,Job started at CPU.
66117,166,Arrived at disk 2
66128,527,Job finished at CPU.
66128,527,Going to disk
66128,527,Arrived at disk 2
66227,528,Job arrived at CPU.
66227,528,Job started at CPU.
66238,528,Job finished at CPU.
66238,528,Going to disk
66238,528,Arrived at disk 1
66355,529,Job arrived at CPU.
66355,529,Job started at CPU.
66368,529,Job finished at CPU.
66368,529,Going to disk
66368,529,Arrived at disk 2
66460,185,Job finished at disk 1.
66460,185,Returning to CPU
66460,187,Job started at disk 1.
66460,185,Job arrived at CPU.
66460,185,Job started at CPU.
66475,185,Job finished at CPU.
66475,185,Going to disk
66475,185,Arrived at disk 1
66497,530,Job arrived at CPU.
66497,530,Job started at CPU.
66510,530,Job finished at CPU.
66510,530,Going to disk
66510,530,Arrived at disk 1
66621,531,Job arrived at CPU.
66621,531,Job started at CPU.
66633,531,Job finished at CPU.
66633,531,Going to disk
66633,531,Arrived at disk 2
66722,532,Job arrived at CPU.
66722,532,Job started at CPU.
66736,532,Job finished at CPU.
66736,532,Going to disk
66736,532,Arrived at disk 1
66825,533,Job arrived at CPU.
66825,533,Job started at CPU.
66838,533,Job finished at CPU.
66838,533,Going to disk
66838,533,Arrived at disk 2
66938,169,Job finished at disk 2.
66938,169,Returning to CPU
66938,53,Job started at disk 2.
66938,169,Job arrived at CPU.
66938,169,Job started at CPU.
66948,169,Job finished at CPU.
66948,169,Job complete.
66960,534,Job arrived at CPU.
66960,534,Job started at CPU.
66972,534,Job finished at CPU.
66972,534,Going to disk
66972,534,Arrived at disk 2
67011,187,Job finished at disk 1.
67011,187,Returning to CPU
67011,189,Job started at disk 1.
67011,187,Job arrived at CPU.
67011,187,Job started at CPU.
67024,187,Job finished at CPU.
67024,187,Job complete.
67062,535,Job arrived at CPU.
67062,535,Job started at CPU.
67073,535,Job finished at CPU.
67073,535,Going to disk
67073,535,Arrived at disk 1
67180,536,Job arrived at CPU.
67180,536,Job started at CPU.
67195,536,Job finished at CPU.
67195,536,Going to disk
67195,536,Arrived at disk 1
67304,537,Job arrived at CPU.
67304,537,Job started at CPU.
67315,537,Job finished at CPU.
67315,537,Going to disk
67315,537,Arrived at disk 2
67422,538,Job arrived at CPU.
67422,538,Job started at CPU.
67434,538,Job finished at CPU.
67434,538,Job complete.
67564,539,Job arrived at CPU.
67564,539,Job started at CPU.
67566,189,Job finished at disk 1.
67566,189,Returning to CPU
67566,22,Job started at disk 1.
67566,189,Job arrived at CPU.
67577,539,Job finished at CPU.
67577,539,Going to disk
67577,189,Job started at CPU.
67577,539,Arrived at disk 1
67590,189,Job finished at CPU.
67590,189,Going to disk
67590,189,Arrived at disk 1
67665,53,Job finished at disk 2.
67665,53,Returning to CPU
67665,172,Job started at disk 2.
67665,53,Job arrived at CPU.
67665,53,Job started at CPU.
67675,53,Job finished at CPU.
67675,53,Job complete.
67703,540,Job arrived at CPU.
67703,540,Job started at CPU.
67715,540,Job finished at CPU.
67715,540,Going to disk
67715,540,Arrived at disk 2
67847,541,Job arrived at CPU.
67847,541,Job started at CPU.
67857,541,Job finished at CPU.
67857,541,Going to disk
67857,541,Arrived at disk 2
67954,542,Job arrived at CPU.
67954,542,Job started at CPU.
67965,542,Job finished at CPU.
67965,542,Going to disk
67965,542,Arrived at disk 1
68099,543,Job arrived at CPU.
68099,543,Job started at CPU.
68110,543,Job finished at CPU.
68110,543,Going to disk
68110,543,Arrived at disk 2
68167,22,Job finished at disk 1.
68167,22,Returning to CPU
68167,191,Job started at disk 1.
68167,22,Job arrived at CPU.
68167,22,Job started at CPU.
68178,22,Job finished at CPU.
68178,22,Going to disk
68178,22,Arrived at disk 1
68231,544,Job arrived at CPU.
68231,544,Job started at CPU.
68244,544,Job finished at CPU.
68244,544,Going to disk
68244,544,Arrived at disk 1
68268,172,Job finished at disk 2.
68268,172,Returning to CPU
68268,175,Job started at disk 2.
68268,172,Job arrived at CPU.
68268,172,Job started at CPU.
68282,172,Job finished at CPU.
68282,172,Going to disk
68282,172,Arrived at disk 2
68356,545,Job arrived at CPU.
68356,545,Job started at CPU.
68367,545,Job finished at CPU.
68367,545,Going to disk
68367,545,Arrived at disk 2
68474,546,Job arrived at CPU.
68474,546,Job started at CPU.
68485,546,Job finished at CPU.
68485,546,Going to disk
68485,546,Arrived at disk 1
68609,547,Job arrived at CPU.
68609,547,Job started at CPU.
68621,547,Job finished at CPU.
68621,547,Going to disk
68621,547,Arrived at disk 2
68749,548,Job arrived at CPU.
68749,548,Job started at CPU.
68760,548,Job finished at CPU.
68760,548,Going to disk
68760,548,Arrived at disk 1
68869,175,Job finished at disk 2.
68869,175,Returning to CPU
68869,56,Job started at disk 2.
68869,175,Job arrived at CPU.
68869,175,Job started at CPU.
68884,175,Job finished at CPU.
68884,175,Going to disk
68884,175,Arrived at disk 2
68893,549,Job arrived at CPU.
68893,549,Job started at CPU.
68908,549,Job finished at CPU.
68908,549,Going to disk
68908,549,Arrived at disk 2
68966,191,Job finished at disk 1.
68966,191,Returning to CPU
68966,193,Job started at disk 1.
68966,191,Job arrived at CPU.
68966,191,Job started at CPU.
68981,191,Job finished at CPU.
68981,191,Going to disk
68981,191,Arrived at disk 1
69001,550,Job arrived at CPU.
69001,550,Job started at CPU.
69015,550,Job finished at CPU.
69015,550,Job complete.
69117,551,Job arrived at CPU.
69117,551,Job started at CPU.
69131,551,Job finished at CPU.
69131,551,Going to disk
69131,551,Arrived at disk 1
69222,552,Job arrived at CPU.
69222,552,Job started at CPU.
69233,552,Job finished at CPU.
69233,552,Going to disk
69233,552,Arrived at disk 2
69362,553,Job arrived at CPU.
69362,553,Job started at CPU.
69375,553,Job finished at CPU.
69375,553,Going to disk
69375,553,Arrived at disk 1
69505,554,Job arrived at CPU.
69505,554,Job started at CPU.
69516,554,Job finished at CPU.
69516,554,Going to disk
69516,554,Arrived at disk 2
69524,56,Job finished at disk 2.
69524,56,Returning to CPU
69524,179,Job started at disk 2.
69524,56,Job arrived at CPU.
69524,56,Job started at CPU.
69539,56,Job finished at CPU.
69539,56,Going to disk
69539,56,Arrived at disk 2
69648,193,Job finished at disk 1.
69648,193,Returning to CPU
69648,196,Job started at disk 1.
69648,193,Job arrived at CPU.
69648,193,Job started at CPU.
69650,555,Job arrived at CPU.
69659,193,Job finished at CPU.
69659,193,Going to disk
69659,555,Job started at CPU.
69659,193,Arrived at disk 1
69669,555,Job finished at CPU.
69669,555,Going to disk
69669,555,Arrived at disk 1
69791,556,Job arrived at CPU.
69791,556,Job started at CPU.
69801,556,Job finished at CPU.
69801,556,Going to disk
69801,556,Arrived at disk 2
69929,557,Job arrived at CPU.
69929,557,Job started at CPU.
69944,557,Job finished at CPU.
69944,557,Going to disk
69944,557,Arrived at disk 1
70056,558,Job arrived at CPU.
70056,558,Job started at CPU.
70067,558,Job finished at CPU.
70067,558,Going to disk
70067,558,Arrived at disk 2
70170,196,Job finished at disk 1.
70170,196,Returning to CPU
70170,197,Job started at disk 1.
70170,196,Job arrived at CPU.
70170,196,Job started at CPU.
70176,559,Job arrived at CPU.
70185,196,Job finished at CPU.
70185,196,Job complete.
70185,559,Job started at CPU.
70197,559,Job finished at CPU.
70197,559,Going to disk
70197,559,Arrived at disk 1
70259,179,Job finished at disk 2.
70259,179,Returning to CPU
70259,57,Job started at disk 2.
70259,179,Job arrived at CPU.
70259,179,Job started at CPU.
70274,179,Job finished at CPU.
70274,179,Going to disk
70274,179,Arrived at disk 2
70297,560,Job arrived at CPU.
70297,560,Job started at CPU.
70308,560,Job finished at CPU.
70308,560,Going to disk
70308,560,Arrived at disk 1
70404,561,Job arrived at CPU.
70404,561,Job started at CPU.
70419,561,Job finished at CPU.
70419,561,Going to disk
70419,561,Arrived at disk 2
70539,562,Job arrived at CPU.
70539,562,Job started at CPU.
70549,562,Job finished at CPU.
70549,562,Going to disk
70549,562,Arrived at disk 1
70667,563,Job arrived at CPU.
70667,563,Job started at CPU.
70679,563,Job finished at CPU.
70679,563,Going to disk
70679,563,Arrived at disk 2
70805,564,Job arrived at CPU.
70805,564,Job started at CPU.
70820,564,Job finished at CPU.
70820,564,Going to disk
70820,564,Arrived at disk 1
70928,197,Job finished at disk 1.
70928,197,Returning to CPU
70928,199,Job started at disk 1.
70928,197,Job arrived at CPU.
70928,197,Job started at CPU.
70942,197,Job finished at CPU.
70942,197,Going to disk
70942,197,Arrived at disk 1
70955,565,Job arrived at CPU.
70955,565,Job started at CPU.
70967,565,Job finished at CPU.
70967,565,Going to disk
70967,565,Arrived at disk 2
71048,57,Job finished at disk 2.
71048,57,Returning to CPU
71048,182,Job started at disk 2.
71048,57,Job arrived at CPU.
71048,57,Job started at CPU.
71058,57,Job finished at CPU.
71058,57,Going to disk
71058,57,Arrived at disk 2
71101,566,Job arrived at CPU.
71101,566,Job started at CPU.
71116,566,Job finished at CPU.
71116,566,Going to disk
71116,566,Arrived at disk 1
71231,567,Job arrived at CPU.
71231,567,Job started at CPU.
71245,567,Job finished at CPU.
71245,567,Going to disk
71245,567,Arrived at disk 2
71333,568,Job arrived at CPU.
71333,568,Job started at CPU.
71347,568,Job finished at CPU.
71347,568,Going to disk
71347,568,Arrived at disk 1
71464,569,Job arrived at CPU.
71464,569,Job started at CPU.
71474,569,Job finished at CPU.
71474,569,Going to disk
71474,569,Arrived at disk 2
71585,570,Job arrived at CPU.
71585,570,Job started at CPU.
71600,570,Job finished at CPU.
71600,570,Going to disk
71600,570,Arrived at disk 1
71666,199,Job finished at disk 1.
71666,199,Returning to CPU
71666,67,Job started at disk 1.
71666,199,Job arrived at CPU.
71666,199,Job started at CPU.
71677,199,Job finished at CPU.
71677,199,Going to disk
71677,199,Arrived at disk 1
71734,571,Job arrived at CPU.
71734,571,Job started at CPU.
71747,571,Job finished at CPU.
71747,571,Going to disk
71747,571,Arrived at disk 2
71840,182,Job finished at disk 2.
71840,182,Returning to CPU
71840,186,Job started at disk 2.
71840,182,Job arrived at CPU.
71840,182,Job started at CPU.
71850,182,Job finished at CPU.
71850,182,Going to disk
71850,182,Arrived at disk 2
71860,572,Job arrived at CPU.
71860,572,Job started at CPU.
71870,572,Job finished at CPU.
71870,572,Going to disk
71870,572,Arrived at disk 1
71967,573,Job arrived at CPU.
71967,573,Job started at CPU.
71980,573,Job finished at CPU.
71980,573,Going to disk
71980,573,Arrived at disk 2
72117,574,Job arrived at CPU.
72117,574,Job started at CPU.
72128,574,Job finished at CPU.
72128,574,Going to disk
72128,574,Arrived at disk 1
72181,67,Job finished at disk 1.
72181,67,Returning to CPU
72181,203,Job started at disk 1.
72181,67,Job arrived at CPU.
72181,67,Job started at CPU.
72192,67,Job finished at CPU.
72192,67,Going to disk
72192,67,Arrived at disk 1
72222,575,Job arrived at CPU.
72222,575,Job started at CPU.
72236,575,Job finished at CPU.
72236,575,Going to disk
72236,575,Arrived at disk 2
72338,576,Job arrived at CPU.
72338,576,Job started at CPU.
72353,576,Job finished at CPU.
72353,576,Job complete.
72454,577,Job arrived at CPU.
72454,577,Job started at CPU.
72465,577,Job finished at CPU.
72465,577,Going to disk
72465,577,Arrived at disk 1
72568,578,Job arrived at CPU.
72568,578,Job started at CPU.
72582,578,Job finished at CPU.
72582,578,Going to disk
72582,578,Arrived at disk 2
72607,186,Job finished at disk 2.
72607,186,Returning to CPU
72607,59,Job started at disk 2.
72607,186,Job arrived at CPU.
72607,186,Job started at CPU.
72617,186,Job finished at CPU.
72617,186,Going to disk
72617,186,Arrived at disk 2
72706,579,Job arrived at CPU.
72706,579,Job started at CPU.
72721,579,Job finished at CPU.
72721,579,Going to disk
72721,579,Arrived at disk 1
72795,203,Job finished at disk 1.
72795,203,Returning to CPU
72795,207,Job started at disk 1.
72795,203,Job arrived at CPU.
72795,203,Job started at CPU.
72809,203,Job finished at CPU.
72809,203,Going to disk
72809,203,Arrived at disk 1
72829,580,Job arrived at CPU.
72829,580,Job started at CPU.
72843,580,Job finished at CPU.
72843,580,Going to disk
72843,580,Arrived at disk 2
72978,581,Job arrived at CPU.
72978,581,Job started at CPU.
72989,581,Job finished at CPU.
72989,581,Going to disk
72989,581,Arrived at disk 1
73121,582,Job arrived at CPU.
73121,582,Job started at CPU.
73135,582,Job finished at CPU.
73135,582,Going to disk
73135,582,Arrived at disk 2
73260,583,Job arrived at CPU.
73260,583,Job started at CPU.
73269,59,Job finished at disk 2.
73269,59,Returning to CPU
73269,188,Job started at disk 2.
73269,59,Job arrived at CPU.
73271,583,Job finished at CPU.
73271,583,Going to disk
73271,59,Job started at CPU.
73271,583,Arrived at disk 2
73285,59,Job finished at CPU.
73285,59,Going to disk
73285,59,Arrived at disk 1
73371,584,Job arrived at CPU.
73371,584,Job started at CPU.
73383,584,Job finished at CPU.
73383,584,Going to disk
73383,584,Arrived at disk 2
73442,207,Job finished at disk 1.
73442,207,Returning to CPU
73442,208,Job started at disk 1.
73442,207,Job arrived at CPU.
73442,207,Job started at CPU.
73452,207,Job finished at CPU.
73452,207,Going to disk
73452,207,Arrived at disk 1
73491,585,Job arrived at CPU.
73491,585,Job started at CPU.
73505,585,Job finished at CPU.
73505,585,Going to disk
73505,585,Arrived at disk 1
73637,586,Job arrived at CPU.
73637,586,Job started at CPU.
73649,586,Job finished at CPU.
73649,586,Going to disk
73649,586,Arrived at disk 2
73772,587,Job arrived at CPU.
73772,587,Job started at CPU.
73783,587,Job finished at CPU.
73783,587,Going to disk
73783,587,Arrived at disk 1
73897,588,Job arrived at CPU.
73897,588,Job started at CPU.
73911,588,Job finished at CPU.
73911,588,Job complete.
74011,188,Job finished at disk 2.
74011,188,Returning to CPU
74011,190,Job started at disk 2.
74011,188,Job arrived at CPU.
74011,188,Job started at CPU.
74016,589,Job arrived at CPU.
74023,188,Job finished at CPU.
74023,188,Going to disk
74023,589,Job started at CPU.
74023,188,Arrived at disk 2
74036,589,Job finished at CPU.
74036,589,Going to disk
74036,589,Arrived at disk 2
74102,208,Job finished at disk 1.
74102,208,Returning to CPU
74102,210,Job started at disk 1.
74102,208,Job arrived at CPU.
74102,208,Job started at CPU.
74113,208,Job finished at CPU.
74113,208,Going to disk
74113,208,Arrived at disk 1
74145,590,Job arrived at CPU.
74145,590,Job started at CPU.
74159,590,Job finished at CPU.
74159,590,Going to disk
74159,590,Arrived at disk 1
74288,591,Job arrived at CPU.
74288,591,Job started at CPU.
74298,591,Job finished at CPU.
74298,591,Job complete.
74426,592,Job arrived at CPU.
74426,592,Job started at CPU.
74437,592,Job finished at CPU.
74437,592,Going to disk
74437,592,Arrived at disk 2
74526,593,Job arrived at CPU.
74526,593,Job started at CPU.
74541,593,Job finished at CPU.
74541,593,Going to disk
74541,593,Arrived at disk 1
74639,594,Job arrived at CPU.
74639,594,Job started at CPU.
74644,190,Job finished at disk 2.
74644,190,Returning to CPU
74644,192,Job started at disk 2.
74644,190,Job arrived at CPU.
74653,594,Job finished at CPU.
74653,594,Going to disk
74653,190,Job started at CPU.
74653,594,Arrived at disk 2
74666,190,Job finished at CPU.
74666,190,Going to disk
74666,190,Arrived at disk 2
74737,210,Job finished at disk 1.
74737,210,Returning to CPU
74737,69,Job started at disk 1.
74737,210,Job arrived at CPU.
74737,210,Job started at CPU.
74752,210,Job finished at CPU.
74752,210,Job complete.
74768,595,Job arrived at CPU.
74768,595,Job started at CPU.
74781,595,Job finished at CPU.
74781,595,Going to disk
74781,595,Arrived at disk 1
74882,596,Job arrived at CPU.
74882,596,Job started at CPU.
74897,596,Job finished at CPU.
74897,596,Going to disk
74897,596,Arrived at disk 1
75009,597,Job arrived at CPU.
75009,597,Job started at CPU.
75023,597,Job finished at CPU.
75023,597,Going to disk
75023,597,Arrived at disk 2
75158,598,Job arrived at CPU.
75158,598,Job started at CPU.
75172,598,Job finished at CPU.
75172,598,Going to disk
75172,598,Arrived at disk 1
75242,69,Job finished at disk 1.
75242,69,Returning to CPU
75242,212,Job started at disk 1.
75242,69,Job arrived at CPU.
75242,69,Job started at CPU.
75255,69,Job finished at CPU.
75255,69,Going to disk
75255,69,Arrived at disk 1
75288,599,Job arrived at CPU.
75288,599,Job started at CPU.
75298,599,Job finished at CPU.
75298,599,Going to disk
75298,599,Arrived at disk 2
75315,192,Job finished at disk 2.
75315,192,Returning to CPU
75315,61,Job started at disk 2.
75315,192,Job arrived at CPU.
75315,192,Job started at CPU.
75329,192,Job finished at CPU.
75329,192,Going to disk
75329,192,Arrived at disk 2
75395,600,Job arrived at CPU.
75395,600,Job started at CPU.
75408,600,Job finished at CPU.
75408,600,Going to disk
75408,600,Arrived at disk 1
75526,601,Job arrived at CPU.
75526,601,Job started at CPU.
75538,601,Job finished at CPU.
75538,601,Going to disk
75538,601,Arrived at disk 2
75653,602,Job arrived at CPU.
75653,602,Job started at CPU.
75663,602,Job finished at CPU.
75663,602,Job complete.
75765,603,Job arrived at CPU.
75765,603,Job started at CPU.
75780,603,Job finished at CPU.
75780,603,Going to disk
75780,603,Arrived at disk 1
75894,604,Job arrived at CPU.
75894,604,Job started at CPU.
75904,604,Job finished at CPU.
75904,604,Going to disk
75904,604,Arrived at disk 2
75955,212,Job finished at disk 1.
75955,212,Returning to CPU
75955,214,Job started at disk 1.
75955,212,Job arrived at CPU.
75955,212,Job started at CPU.
75965,212,Job finished at CPU.
75965,212,Job complete.
76007,605,Job arrived at CPU.
76007,605,Job started at CPU.
76017,605,Job finished at CPU.
76017,605,Job complete.
76029,61,Job finished at disk 2.
76029,61,Returning to CPU
76029,194,Job started at disk 2.
76029,61,Job arrived at CPU.
76029,61,Job started at CPU.
76043,61,Job finished at CPU.
76043,61,Going to disk
76043,61,Arrived at disk 1
76129,606,Job arrived at CPU.
76129,606,Job started at CPU.
76139,606,Job finished at CPU.
76139,606,Going to disk
76139,606,Arrived at disk 2
76262,607,Job arrived at CPU.
76262,607,Job started at CPU.
76276,607,Job finished at CPU.
76276,607,Going to disk
76276,607,Arrived at disk 1
76382,608,Job arrived at CPU.
76382,608,Job started at CPU.
76393,608,Job finished at CPU.
76393,608,Going to disk
76393,608,Arrived at disk 2
76494,609,Job arrived at CPU.
76494,609,Job started at CPU.
76509,609,Job finished at CPU.
76509,609,Going to disk
76509,609,Arrived at disk 1
76555,214,Job finished at disk 1.
76555,214,Returning to CPU
76555,216,Job started at disk 1.
76555,214,Job arrived at CPU.
76555,214,Job started at CPU.
76567,214,Job finished at CPU.
76567,214,Going to disk
76567,214,Arrived at disk 1
76600,610,Job arrived at CPU.
76600,610,Job started at CPU.
76614,610,Job finished at CPU.
76614,610,Going to disk
76614,610,Arrived at disk 2
76672,194,Job finished at disk 2.
76672,194,Returning to CPU
76672,198,Job started at disk 2.
76672,194,Job arrived at CPU.
76672,194,Job started at CPU.
76682,194,Job finished at CPU.
76682,194,Going to disk
76682,194,Arrived at disk 2
76717,611,Job arrived at CPU.
76717,611,Job started at CPU.
76727,611,Job finished at CPU.
76727,611,Going to disk
76727,611,Arrived at disk 1
76825,612,Job arrived at CPU.
76825,612,Job started at CPU.
76835,612,Job finished at CPU.
76835,612,Going to disk
76835,612,Arrived at disk 2
76933,613,Job arrived at CPU.
76933,613,Job started at CPU.
76943,613,Job finished at CPU.
76943,613,Going to disk
76943,613,Arrived at disk 1
77036,614,Job arrived at CPU.
77036,614,Job started at CPU.
77048,614,Job finished at CPU.
77048,614,Going to disk
77048,614,Arrived at disk 2
77183,216,Job finished at disk 1.
77183,216,Returning to CPU
77183,71,Job started at disk 1.
77183,216,Job arrived at CPU.
77183,216,Job started at CPU.
77184,615,Job arrived at CPU.
77193,216,Job finished at CPU.
77193,216,Going to disk
77193,615,Job started at CPU.
77193,216,Arrived at disk 1
77203,615,Job finished at CPU.
77203,615,Job complete.
77323,616,Job arrived at CPU.
77323,616,Job started at CPU.
77325,198,Job finished at disk 2.
77325,198,Returning to CPU
77325,63,Job started at disk 2.
77325,198,Job arrived at CPU.
77336,616,Job finished at CPU.
77336,616,Going to disk
77336,198,Job started at CPU.
77336,616,Arrived at disk 2
77348,198,Job finished at CPU.
77348,198,Going to disk
77348,198,Arrived at disk 1
77434,617,Job arrived at CPU.
77434,617,Job started at CPU.
77447,617,Job finished at CPU.
77447,617,Going to disk
77447,617,Arrived at disk 2
77537,618,Job arrived at CPU.
77537,618,Job started at CPU.
77548,618,Job finished at CPU.
77548,618,Job complete.
77643,619,Job arrived at CPU.
77643,619,Job started at CPU.
77656,619,Job finished at CPU.
77656,619,Going to disk
77656,619,Arrived at disk 1
77699,71,Job finished at disk 1.
77699,71,Returning to CPU
77699,220,Job started at disk 1.
77699,71,Job arrived at CPU.
77699,71,Job started at CPU.
77714,71,Job finished at CPU.
77714,71,Going to disk
77714,71,Arrived at disk 1
77761,620,Job arrived at CPU.
77761,620,Job started at CPU.
77771,620,Job finished at CPU.
77771,620,Going to disk
77771,620,Arrived at disk 2
77891,621,Job arrived at CPU.
77891,621,Job started at CPU.
77904,621,Job finished at CPU.
77904,621,Going to disk
77904,621,Arrived at disk 1
78021,622,Job arrived at CPU.
78021,622,Job started at CPU.
78036,622,Job finished at CPU.
78036,622,Going to disk
78036,622,Arrived at disk 2
78126,63,Job finished at disk 2.
78126,63,Returning to CPU
78126,201,Job started at disk 2.
78126,63,Job arrived at CPU.
78126,63,Job started at CPU.
78137,623,Job arrived at CPU.
78137,63,Job finished at CPU.
78137,63,Going to disk
78137,623,Job started at CPU.
78137,63,Arrived at disk 2
78150,623,Job finished at CPU.
78150,623,Going to disk
78150,623,Arrived at disk 1
78274,624,Job arrived at CPU.
78274,624,Job started at CPU.
78289,624,Job finished at CPU.
78289,624,Going to disk
78289,624,Arrived at disk 2
78398,625,Job arrived at CPU.
78398,625,Job started at CPU.
78409,625,Job finished at CPU.
78409,625,Going to disk
78409,625,Arrived at disk 1
78480,220,Job finished at disk 1.
78480,220,Returning to CPU
78480,73,Job started at disk 1.
78480,220,Job arrived at CPU.
78480,220,Job started at CPU.
78495,220,Job finished at CPU.
78495,220,Going to disk
78495,220,Arrived at disk 1
78498,626,Job arrived at CPU.
78498,626,Job started at CPU.
78510,626,Job finished at CPU.
78510,626,Going to disk
78510,626,Arrived at disk 2
78630,627,Job arrived at CPU.
78630,627,Job started at CPU.
78643,627,Job finished at CPU.
78643,627,Going to disk
78643,627,Arrived at disk 1
78760,628,Job arrived at CPU.
78760,628,Job started at CPU.
78774,628,Job finished at CPU.
78774,628,Going to disk
78774,628,Arrived at disk 2
78886,629,Job arrived at CPU.
78886,629,Job started at CPU.
78896,629,Job finished at CPU.
78896,629,Going to disk
78896,629,Arrived at disk 1
78991,201,Job finished at disk 2.
78991,201,Returning to CPU
78991,204,Job started at disk 2.
78991,201,Job arrived at CPU.
78991,201,Job started at CPU.
79003,201,Job finished at CPU.
79003,201,Going to disk
79003,201,Arrived at disk 2
79026,630,Job arrived at CPU.
79026,630,Job started at CPU.
79037,630,Job finished at CPU.
79037,630,Going to disk
79037,630,Arrived at disk 2
79175,631,Job arrived at CPU.
79175,631,Job started at CPU.
79189,631,Job finished at CPU.
79189,631,Job complete.
79247,73,Job finished at disk 1.
79247,73,Returning to CPU
79247,222,Job started at disk 1.
79247,73,Job arrived at CPU.
79247,73,Job started at CPU.
79258,73,Job finished at CPU.
79258,73,Going to disk
79258,73,Arrived at disk 1
79294,632,Job arrived at CPU.
79294,632,Job started at CPU.
79309,632,Job finished at CPU.
79309,632,Going to disk
79309,632,Arrived at disk 1
79417,633,Job arrived at CPU.
79417,633,Job started at CPU.
79431,633,Job finished at CPU.
79431,633,Going to disk
79431,633,Arrived at disk 2
79535,634,Job arrived at CPU.
79535,634,Job started at CPU.
79550,634,Job finished at CPU.
79550,634,Going to disk
79550,634,Arrived at disk 1
79603,204,Job finished at disk 2.
79603,204,Returning to CPU
79603,206,Job started at disk 2.
79603,204,Job arrived at CPU.
79603,204,Job started at CPU.
79614,204,Job finished at CPU.
79614,204,Going to disk
79614,204,Arrived at disk 2
79667,635,Job arrived at CPU.
79667,635,Job started at CPU.
79681,635,Job finished at CPU.
79681,635,Going to disk
79681,635,Arrived at disk 2
79800,636,Job arrived at CPU.
79800,636,Job started at CPU.
79811,636,Job finished at CPU.
79811,636,Going to disk
79811,636,Arrived at disk 1
79839,222,Job finished at disk 1.
79839,222,Returning to CPU
79839,224,Job started at disk 1.
79839,222,Job arrived at CPU.
79839,222,Job started at CPU.
79853,222,Job finished at CPU.
79853,222,Job complete.
79926,637,Job arrived at CPU.
79926,637,Job started at CPU.
79936,637,Job finished at CPU.
79936,637,Going to disk
79936,637,Arrived at disk 1
80045,638,Job arrived at CPU.
80045,638,Job started at CPU.
80058,638,Job finished at CPU.
80058,638,Going to disk
80058,638,Arrived at disk 2
80147,639,Job arrived at CPU.
80147,639,Job started at CPU.
80157,639,Job finished at CPU.
80157,639,Going to disk
80157,639,Arrived at disk 1
80233,206,Job finished at disk 2.
80233,206,Returning to CPU
80233,209,Job started at disk 2.
80233,206,Job arrived at CPU.
80233,206,Job started at CPU.
80243,206,Job finished at CPU.
80243,206,Going to disk
80243,206,Arrived at disk 2
80264,640,Job arrived at CPU.
80264,640,Job started at CPU.
80277,640,Job finished at CPU.
80277,640,Going to disk
80277,640,Arrived at disk 2
80401,641,Job arrived at CPU.
80401,641,Job started at CPU.
80412,641,Job finished at CPU.
80412,641,Job complete.
80520,642,Job arrived at CPU.
80520,642,Job started at CPU.
80533,642,Job finished at CPU.
80533,642,Going to disk
80533,642,Arrived at disk 1
80620,224,Job finished at disk 1.
80620,224,Returning to CPU
80620,3,Job started at disk 1.
80620,224,Job arrived at CPU.
80620,224,Job started at CPU.
80629,643,Job arrived at CPU.
80630,224,Job finished at CPU.
80630,224,Going to disk
80630,643,Job started at CPU.
80630,224,Arrived at disk 1
80640,643,Job finished at CPU.
80640,643,Going to disk
